User;Fast;Don't like chatbots;Basic questions;Straight to the point;Easy to use;ask good follow-up questions;Nothing;sample answers;Links to further reading;accurate;Easy to understand;Friendly language style;Robot/don't need person;polite/professional
b605a256d4c8ee8b320cb265898fa2;Fast;;;;;;;;;;;;;
9424463765f172f5bfb4465ca43bff;Fast;;;Straight to the point;;;;;;accurate;Easy to understand;;;
cb8d48c57182851b8d62eb2400885f;;;;;;;;;;;;Friendly language style;;
69e746ae2e242f850a4a29a9e50ad5;;;;;Easy to use;;;;;;;;;
7ad16eb7438e5306d32d36c3293364;;;;;;;;;;;;;;
cf84bf013aa9ea515c3fde0121f130;;;;Straight to the point;;;;;;accurate;;;;
3dcb8bebb7e2be81eac1d967c8f678;Fast;;;;;;;;;;;;;
51ab895e88d0ad10e989eb82d0bdb6;Fast;;;;;;;;;;;;;
40ac355a1fb1d8ec9a7741b6584af6;;;;;Easy to use;;;;;;Easy to understand;;;
dc967200b041c05be435b0b98fe2dc;;;;;;;;;;;;;;
73055a2253f5f15454466c6c2768d3;;;;Straight to the point;Easy to use;;;;;;;;;
95e0c876a0a9705054cc37f0aabdc7;;;;;;;;;;;;Friendly language style;;
f6d66992e1ca6efeddc7451052240e;Fast;;;;;;;;;;;;;
1c12c92ae12dfb635103a0d179258e;Fast;;;;;;;;;;;;;
b0d327a4da2ba06695ab1d2874fcc0;Fast;;;;;;;;;;;;;
7c059fbe85a2415bec8d372f5b9a96;;;;;;;;;;;;;;
96554bef85eff367e50863e7f47a2d;;;;;;;;;;accurate;;;;
9c684c2c6abb202ee607c3e38df6d6;Fast;;;;Easy to use;;;;;;;;;
065a377639d60e104cfdd66f68e1db;Fast;;;;;;;;;;;;;
a655c0da4993eff5332735d36d1338;Fast;;;;;;;;;;;;;
4beb52d8d9ec24085669500b03e4dc;;;;;;;;;;;;Friendly language style;;
52294614b51ef6bf0986ea3aad6788;Fast;;;;;;;;;;;;;
6d44179da1563592c5e344b692971e;;;;;Easy to use;;;;;;;;;
9ca122597c1202b50061404326cd1d;Fast;;;;;;;;;;;;;
c334bbab21038ec5b0e8ef2532ca98;;;;;Easy to use;;;;;;;;;
dd245671ec7246a2ddf0308bf900ed;Fast;;;;;;;;;;;;;
7bc26d20092c35be168b3c702b3ff5;Fast;;;;;;;;;;;;;
b8e63eafb8b739a9afbdc07936e3d9;Fast;;;;;;;;;;;;;
0f7453ed7e2a7d60350698c1343c32;;;;Straight to the point;;;;;;;;;;
de6c54120f63fc4a569c1735655b4e;Fast;;;;;;;;;;;;;
be07cc2f28ed5eafa09a432ff5f14c;;;;;Easy to use;;;;;;;;;
70dc75e8c252d187be492c1be79b33;Fast;;;;;;;;;;;;;
7981a2cb007ba83846ba25c00b163f;;;;;;;;;;;;;Robot/don't need person;
430de41a3e698669b0b72ac6369fdd;;;;;;;Nothing;;;;;;;
9a2703aa0688484505f242f8bbf8d1;;;;;;;Nothing;;;;;;;
373292acc466b7540b4da32575227f;Fast;;;;;;;;;accurate;;;;
7252eaa5da52fa0e0c9a7146d2c78b;;;;;Easy to use;;;;;;;;;
88be59647581deb262307b4ba42c67;;;;;Easy to use;;;;;;;;;
4c56b791532b2baae6b7eba1a8af9b;;;;Straight to the point;;;;;;;;;;
39f64ccdabe4372ed615752f572e41;;;;;;;;;;;;Friendly language style;;
997737fd3e5a316e16a9fe575c3c94;;;;Straight to the point;;;;;;accurate;;;;
13c8e631cc837d9daaf64eb658a0f4;;;;;;;;;;;Easy to understand;;;
2c956e456918b2d8207b052c82e8d9;Fast;;;;Easy to use;;;;;;;;;
7b86ffdd1f544b2ff30b86ba8b8c25;;;;;Easy to use;;;;;;;;;
bdd856b672ac99f02096f1b0fd6b03;;;;;;;Nothing;;;;;;;
562db0d432a4918a3e2b4fc1ab0ac9;;;;;Easy to use;;;;;;;Friendly language style;;
b31abe70f9457ba9f13dd77ae3863a;Fast;;;;;;;;;;;;;
b284d3f286ce58f9587ec7c8bdc73c;;;;;;;Nothing;;;;;;;
daddc76437d328b08c7c776782eb34;Fast;;;;Easy to use;;;;;;;;;
ece2aa21ec41b1a612611f32724525;Fast;;;;;;;;;;;;;
5b180aecb48b50aa0900c791e31b7e;Fast;;;;;;;;;accurate;;;;
10fd97013def5584b50f75bf176ff9;Fast;;;;;;;;;;;;;
36b2e74b2308778203e6aa1a67d368;;;;;;;;sample answers;;;;;;
da23555b7f227184db93069b8fe90d;Fast;;;;;;;;;;;;;
f666f28aaa150b0282e569cdafa469;;;;;;;;;;accurate;;;;
6a545b2723bb8f31b6bbe95a2fd2e8;Fast;;;;;;;;;;;;;
30290a9c9bcd2bf161eb4c945c2281;;;;;;;;sample answers;;;;;;
bef4f95c2e4d20aa7762ff58cea744;;;;;;;;;;;;;Robot/don't need person;
85f5482a7b17efbf91e92f3aeafa23;;;Basic questions;;;;;;;;;;;
5037c79044cefc022ea4be342d1fb3;;;;;;;;;;;;;Robot/don't need person;
46ec81c0f5b71b6c29ab9ab3dc6c99;Fast;;;;;;;;;;;;;
362db4eff5c339f4119679dd8a63ec;;;;Straight to the point;;;;;;;;;;
3430e4045ec89d661a7f4d1d9fa659;;;;;;;Nothing;;;;;;;
2455f27c8aed531cb2046b35a292f8;Fast;;;Straight to the point;;;;;;;;;;
680364a9f4d189548e98bc745564ec;Fast;;;;;;;;;;;;;
